1.317265789000000041e+03,1.315220951000000014e+03,1.312770580999999993e+03,1.309834252000000106e+03,1.306315587999999934e+03,1.302099101999999903e+03,1.297046401000000060e+03,1.290991645999999946e+03,1.283736108999999942e+03,1.275041652000000113e+03,1.264622904999999946e+03,1.252137909000000036e+03,1.237176883000000089e+03,1.219248779000000013e+03,1.197765167000000019e+03,1.172020915999999943e+03,1.141171053999999913e+03,1.104203033999999889e+03,1.059903501999999889e+03,1.006818467000000055e+03,9.432055855999999494e+02,8.669769710000000487e+02,9.432055855999999494e+02,1.006818467000000055e+03,1.059903501999999889e+03,1.104203033999999889e+03,1.141171053999999913e+03,1.172020915999999943e+03,1.197765167000000019e+03,1.219248779000000013e+03,1.237176883000000089e+03,1.252137909000000036e+03,1.264622904999999946e+03,1.275041652000000113e+03,1.283736108999999942e+03,1.290991645999999946e+03,1.297046401000000060e+03,1.302099101999999903e+03,1.306315587999999934e+03,1.309834252000000106e+03,1.312770580999999993e+03,1.315220951000000014e+03,1.317265789000000041e+03,1.318972209000000021e+03,1.320396218000000090e+03,1.321584556000000021e+03,1.322576225999999906e+03,1.323403774999999996e+03,1.324094366000000036e+03,1.324670665999999983e+03,1.325151587999999947e+03,1.325552918999999974e+03,1.325887829999999894e+03,1.326167312999999922e+03,1.326400542999999971e+03,1.326595172999999932e+03,1.326757591999999931e+03,1.326893131000000039e+03,1.327006239000000051e+03,1.327100627000000031e+03,1.327179394000000002e+03,1.327245126000000027e+03,1.327299978000000010e+03,1.327345753000000059e+03,1.327383951999999908e+03,1.327415829999999914e+03,1.327442430999999942e+03,1.327464629999999943e+03,1.327483154999999897e+03,1.327498614999999972e+03,1.327511514999999918e+03,1.327522281000000021e+03,1.327531265000000076e+03,1.327538761999999906e+03,1.327545018999999911e+03,1.327550240000000031e+03,1.327554597000000058e+03,1.327558232000000089e+03,1.327561267000000043e+03,1.327563799000000017e+03,1.327565912000000026e+03,1.327567675000000008e+03,1.327569146000000046e+03,1.327570373999999902e+03,1.327571398999999928e+03,1.327572253999999930e+03,1.327572967999999946e+03,1.327573562999999922e+03,1.327574059999999918e+03,1.327574474999999893e+03,1.327574820999999929e+03,1.327575109000000111e+03,1.327575350000000071e+03,1.327575552000000016e+03,1.327575718999999935e+03,1.327575859000000037e+03,1.327575976000000082e+03,1.327576074000000062e+03,1.327576154999999972e+03,1.327576223000000027e+03
7.329967623999999887e+03,7.379907443000000058e+03,7.441799230999999963e+03,7.518503421999999773e+03,7.613565031000000090e+03,7.731377491999999620e+03,7.877385707000000366e+03,8.058337693999999829e+03,8.282596457999999984e+03,8.560526497000000745e+03,8.904972821999999724e+03,9.331854602999999770e+03,9.860900908999999956e+03,1.051656250999999975e+04,9.860900908999999956e+03,9.331854602999999770e+03,8.904972821999999724e+03,8.560526497000000745e+03,8.282596457999999984e+03,8.058337693999999829e+03,7.877385707000000366e+03,7.731377491999999620e+03,7.613565031000000090e+03,7.518503421999999773e+03,7.441799230999999963e+03,7.379907443000000058e+03,7.329967623999999887e+03,7.289671720999999707e+03,7.257157388999999966e+03,7.230921924000000217e+03,7.209752808999999615e+03,7.192671677999999702e+03,7.178889095999999881e+03,7.167768079000000398e+03,7.158794649999999820e+03,7.151554087000000436e+03,7.145711753999999928e+03,7.140997637999999824e+03,7.137193868999999722e+03,7.134124647999999979e+03,7.131648127000000386e+03,7.129649848000000020e+03,7.128037459000000126e+03,7.126736439999999675e+03,7.125686660999999731e+03,7.124839605999999549e+03,7.124156125999999858e+03,7.123604632999999922e+03,7.123159639999999854e+03,7.122800580000000082e+03,7.122510857999999644e+03,7.122277084000000286e+03,7.122088455000000067e+03,7.121936252000000422e+03,7.121813441000000239e+03,7.121714345999999750e+03,7.121634388000000399e+03,7.121569870000000265e+03,7.121517810999999710e+03,7.121475806000000375e+03,7.121441912000000229e+03,7.121414563000000271e+03,7.121392496000000392e+03,7.121374689999999646e+03,7.121360322999999880e+03,7.121348729999999705e+03,7.121339375999999902e+03,7.121331828000000314e+03,7.121325737999999546e+03,7.121320824000000357e+03,7.121316858000000138e+03,7.121313659000000371e+03,7.121311077000000296e+03,7.121308993999999984e+03,7.121307313999999678e+03,7.121305956999999580e+03,7.121304863000000296e+03,7.121303979999999683e+03,7.121303267999999662e+03,7.121302692999999636e+03,7.121302228999999897e+03,7.121301854999999705e+03,7.121301553000000240e+03,7.121301309000000401e+03,7.121301112000000103e+03,7.121300954000000274e+03,7.121300825999999688e+03,7.121300721999999951e+03,7.121300639000000047e+03,7.121300572000000102e+03,7.121300516999999672e+03,7.121300473999999667e+03,7.121300438000000213e+03,7.121300409999999829e+03,7.121300387000000228e+03,7.121300368000000162e+03,7.121300352999999632e+03,7.121300341000000117e+03,7.121300331000000369e+03,7.121300323000000390e+03
8.094214095999999472e+02,8.097801193999999896e+02,8.102071911000000455e+02,8.107156529000000091e+02,8.113210159999999860e+02,8.120417476000000079e+02,8.128998341000000210e+02,8.139214524000000210e+02,8.151377680000000510e+02,8.165858855999999832e+02,8.183099813999999697e+02,8.203626507000000174e+02,8.228065119999999979e+02,8.257161177000000407e+02,8.291802280000000565e+02,8.333045188999999482e+02,8.382148058000000219e+02,8.440608816000000161e+02,8.510210865000000240e+02,8.593077479999999468e+02,8.691736585999999534e+02,8.809197871999999734e+02,8.949044606999999587e+02,9.115542946000000484e+02,9.313772079999999960e+02,9.549779177000000345e+02,9.830763854000000492e+02,1.016529781999999955e+03,1.056358633999999938e+03,1.103777959000000010e+03,1.056358633999999938e+03,1.016529781999999955e+03,9.830763854000000492e+02,9.549779177000000345e+02,9.313772079999999960e+02,9.115542946000000484e+02,8.949044606999999587e+02,8.809197871999999734e+02,8.691736585999999534e+02,8.593077479999999468e+02,8.510210865000000240e+02,8.440608816000000161e+02,8.382148058000000219e+02,8.333045188999999482e+02,8.291802280000000565e+02,8.257161177000000407e+02,8.228065119999999979e+02,8.203626507000000174e+02,8.183099813999999697e+02,8.165858855999999832e+02,8.151377680000000510e+02,8.139214524000000210e+02,8.128998341000000210e+02,8.120417476000000079e+02,8.113210159999999860e+02,8.107156529000000091e+02,8.102071911000000455e+02,8.097801193999999896e+02,8.094214095999999472e+02,8.091201190000000452e+02,8.088670562999999447e+02,8.086545018000000482e+02,8.084759711000000379e+02,8.083260179999999764e+02,8.082000680999999531e+02,8.080942791999999599e+02,8.080054241000000275e+02,8.079307920999999624e+02,8.078681064999999535e+02,8.078154551000000083e+02,8.077712317000000439e+02,8.077340871999999763e+02,8.077028884000000062e+02,8.076766837000000123e+02,8.076546736000000237e+02,8.076361867000000530e+02,8.076206590000000460e+02,8.076076169000000391e+02,8.075966624000000138e+02,8.075874614000000520e+02,8.075797333000000435e+02,8.075732421000000159e+02,8.075677901000000247e+02,8.075632107000000133e+02,8.075593644000000495e+02,8.075561337999999978e+02,8.075534202000000050e+02,8.075511410999999953e+02,8.075492268000000422e+02,8.075476188999999749e+02,8.075462684000000309e+02,8.075451339999999618e+02,8.075441812000000255e+02,8.075433809999999539e+02,8.075427088000000140e+02,8.075421443000000181e+02,8.075416701000000330e+02,8.075412718000000041e+02,8.075409372999999960e+02,8.075406563000000233e+02
4.533420887999999832e+04,4.533421355999999651e+04,4.533421906000000308e+04,4.533422550000000047e+04,4.533423305000000255e+04,4.533424190999999701e+04,4.533425230000000010e+04,4.533426447999999800e+04,4.533427876000000106e+04,4.533429551999999967e+04,4.533431515999999829e+04,4.533433819999999832e+04,4.533436521999999968e+04,4.533439689999999973e+04,4.533443405999999959e+04,4.533447763000000123e+04,4.533452872999999818e+04,4.533458866000000125e+04,4.533465892999999778e+04,4.533474134000000049e+04,4.533483797999999661e+04,4.533495132000000012e+04,4.533508421999999700e+04,4.533524008000000322e+04,4.533542285999999876e+04,4.533563721000000078e+04,4.533588857000000280e+04,4.533618334999999934e+04,4.533652904000000126e+04,4.533693443000000116e+04,4.533740984000000026e+04,4.533796734999999899e+04,4.533862114999999903e+04,4.533938786000000255e+04,4.534028699000000051e+04,4.534134141000000091e+04,4.534257792999999947e+04,4.534402799999999843e+04,4.534572851999999693e+04,4.534772271999999793e+04,4.535006134000000020e+04,4.535280385999999999e+04,4.535602002999999968e+04,4.535979164999999921e+04,4.536421465999999782e+04,4.536940155000000232e+04,4.537548425999999745e+04,4.538261748999999691e+04,4.539098268000000098e+04,4.540079260000000068e+04,4.541229675999999745e+04,4.542578777000000264e+04,4.544160876999999891e+04,4.546016217999999935e+04,4.548191988999999739e+04,4.550743529999999737e+04,4.553735740999999689e+04,4.557244728000000032e+04,4.561359741999999824e+04,4.566185446999999840e+04,4.571844585999999981e+04,4.578481098999999813e+04,4.586263782999999967e+04,4.595390593000000081e+04,4.606093667000000278e+04,4.618645236999999906e+04,4.633364551999999821e+04,4.650625996999999916e+04,4.670868615000000136e+04,4.694607276000000275e+04,4.722445771000000241e+04,4.755092171000000235e+04,4.793376834999999846e+04,4.838273530999999639e+04,4.890924203000000125e+04,4.952668018000000302e+04,5.025075424999999814e+04,5.109988102999999683e+04,5.209565800000000309e+04,5.326341268000000127e+04,5.463284683999999834e+04,5.623879194999999891e+04,5.463284683999999834e+04,5.326341268000000127e+04,5.209565800000000309e+04,5.109988102999999683e+04,5.025075424999999814e+04,4.952668018000000302e+04,4.890924203000000125e+04,4.838273530999999639e+04,4.793376834999999846e+04,4.755092171000000235e+04,4.722445771000000241e+04,4.694607276000000275e+04,4.670868615000000136e+04,4.650625996999999916e+04,4.633364551999999821e+04,4.618645236999999906e+04,4.606093667000000278e+04,4.595390593000000081e+04
1.810359263999999913e+00,1.810359263999999913e+00,1.810359263999999913e+00,1.810359263999999913e+00,1.810359263999999913e+00,1.810359263999999913e+00,1.810359263000000052e+00,1.810359263000000052e+00,1.810359263000000052e+00,1.810359263000000052e+00,1.810359261999999969e+00,1.810359261000000108e+00,1.810359261000000108e+00,1.810359260000000026e+00,1.810359258000000082e+00,1.810359256999999999e+00,1.810359253999999973e+00,1.810359250999999947e+00,1.810359247999999921e+00,1.810359242999999951e+00,1.810359236999999899e+00,1.810359228999999903e+00,1.810359218999999964e+00,1.810359205999999999e+00,1.810359188999999924e+00,1.810359167000000102e+00,1.810359137999999923e+00,1.810359102000000053e+00,1.810359054999999939e+00,1.810358993999999999e+00,1.810358914999999902e+00,1.810358813999999983e+00,1.810358683000000024e+00,1.810358514999999890e+00,1.810358297000000061e+00,1.810358015999999903e+00,1.810357653999999927e+00,1.810357186000000063e+00,1.810356582999999908e+00,1.810355804999999929e+00,1.810354800000000042e+00,1.810353504000000058e+00,1.810351832000000050e+00,1.810349675000000103e+00,1.810346889999999931e+00,1.810343298000000045e+00,1.810338661999999932e+00,1.810332680999999999e+00,1.810324963000000009e+00,1.810315004000000005e+00,1.810302153999999941e+00,1.810285573000000037e+00,1.810264177000000085e+00,1.810236570999999905e+00,1.810200948999999948e+00,1.810154983999999967e+00,1.810095674999999904e+00,1.810019145999999912e+00,1.809920398000000041e+00,1.809792980999999967e+00,1.809628570000000103e+00,1.809416424999999995e+00,1.809142687000000027e+00,1.808789473999999897e+00,1.808333712000000038e+00,1.807745625999999994e+00,1.806986798999999921e+00,1.806007659999999904e+00,1.804744244000000108e+00,1.803114015000000014e+00,1.801010476999999943e+00,1.798296211000000033e+00,1.794793902999999968e+00,1.790274758000000022e+00,1.784443554000000098e+00,1.776919356000000061e+00,1.767210630999999976e+00,1.754683138999999947e+00,1.738518495999999969e+00,1.717660717000000004e+00,1.690747226000000047e+00,1.656019847999999905e+00,1.611209949000000030e+00,1.656019847999999905e+00,1.690747226000000047e+00,1.717660717000000004e+00,1.738518495999999969e+00,1.754683138999999947e+00,1.767210630999999976e+00,1.776919356000000061e+00,1.784443554000000098e+00,1.790274758000000022e+00,1.794793902999999968e+00,1.798296211000000033e+00,1.801010476999999943e+00,1.803114015000000014e+00,1.804744244000000108e+00,1.806007659999999904e+00,1.806986798999999921e+00,1.807745625999999994e+00
2.073516558000000121e+00,2.073546053999999916e+00,2.073581004999999866e+00,2.073622421000000049e+00,2.073671496999999864e+00,2.073729650000000202e+00,2.073798559000000097e+00,2.073880213999999889e+00,2.073976971000000002e+00,2.074091624999999883e+00,2.074227485000000204e+00,2.074388472999999955e+00,2.074579238000000103e+00,2.074805287000000220e+00,2.075073145999999813e+00,2.075390547000000030e+00,2.075766654999999794e+00,2.076212327999999996e+00,2.076740431999999803e+00,2.077366215000000071e+00,2.078107741999999813e+00,2.078986421000000195e+00,2.080027620000000077e+00,2.081261399999999817e+00,2.082723377999999848e+00,2.084455763999999878e+00,2.086508570999999979e+00,2.088941065000000208e+00,2.091823471000000101e+00,2.095239006999999987e+00,2.099286279000000199e+00,2.104082131999999827e+00,2.109765025000000183e+00,2.116499022999999813e+00,2.124478539000000055e+00,2.133933943000000166e+00,2.145138215999999876e+00,2.158414826000000009e+00,2.174147072999999875e+00,2.192789149999999854e+00,2.214879258999999934e+00,2.241055145999999887e+00,2.272072515000000070e+00,2.308826845000000016e+00,2.352379240999999954e+00,2.403987073000000141e+00,2.465140268999999940e+00,2.537604336999999877e+00,2.623471331000000184e+00,2.725220252000000176e+00,2.845788613999999939e+00,2.988657255000000124e+00,2.845788613999999939e+00,2.725220252000000176e+00,2.623471331000000184e+00,2.537604336999999877e+00,2.465140268999999940e+00,2.403987073000000141e+00,2.352379240999999954e+00,2.308826845000000016e+00,2.272072515000000070e+00,2.241055145999999887e+00,2.214879258999999934e+00,2.192789149999999854e+00,2.174147072999999875e+00,2.158414826000000009e+00,2.145138215999999876e+00,2.133933943000000166e+00,2.124478539000000055e+00,2.116499022999999813e+00,2.109765025000000183e+00,2.104082131999999827e+00,2.099286279000000199e+00,2.095239006999999987e+00,2.091823471000000101e+00,2.088941065000000208e+00,2.086508570999999979e+00,2.084455763999999878e+00,2.082723377999999848e+00,2.081261399999999817e+00,2.080027620000000077e+00,2.078986421000000195e+00,2.078107741999999813e+00,2.077366215000000071e+00,2.076740431999999803e+00,2.076212327999999996e+00,2.075766654999999794e+00,2.075390547000000030e+00,2.075073145999999813e+00,2.074805287000000220e+00,2.074579238000000103e+00,2.074388472999999955e+00,2.074227485000000204e+00,2.074091624999999883e+00,2.073976971000000002e+00,2.073880213999999889e+00,2.073798559000000097e+00,2.073729650000000202e+00,2.073671496999999864e+00,2.073622421000000049e+00
3.821351040999999782e+02,3.821351063999999838e+02,3.821351093000000105e+02,3.821351129000000242e+02,3.821351172999999903e+02,3.821351227000000108e+02,3.821351295000000050e+02,3.821351379000000179e+02,3.821351482000000033e+02,3.821351611000000048e+02,3.821351769999999988e+02,3.821351966999999945e+02,3.821352210000000014e+02,3.821352512000000274e+02,3.821352886000000240e+02,3.821353348000000096e+02,3.821353920999999900e+02,3.821354630000000157e+02,3.821355508999999984e+02,3.821356595999999968e+02,3.821357942999999864e+02,3.821359610000000089e+02,3.821361674999999991e+02,3.821364231000000018e+02,3.821367397000000210e+02,3.821371315999999752e+02,3.821376169000000118e+02,3.821382178999999724e+02,3.821389619999999923e+02,3.821398833000000081e+02,3.821410242000000039e+02,3.821424367999999845e+02,3.821441859000000250e+02,3.821463517000000252e+02,3.821490334999999732e+02,3.821523541000000250e+02,3.821564657999999781e+02,3.821615570000000162e+02,3.821678610000000162e+02,3.821756667000000220e+02,3.821853320000000167e+02,3.821972996999999737e+02,3.822121184999999741e+02,3.822304674000000091e+02,3.822531874000000016e+02,3.822813199000000282e+02,3.823161541000000057e+02,3.823592866999999842e+02,3.824126944000000208e+02,3.824788250999999946e+02,3.825607097000000181e+02,3.826621010000000069e+02,3.827876461000000177e+02,3.829430987999999729e+02,3.831355839999999944e+02,3.833739234999999894e+02,3.836690409000000272e+02,3.840344620999999847e+02,3.844869350000000168e+02,3.850471972999999934e+02,3.857409268999999767e+02,3.865999188000000117e+02,3.876635421999999949e+02,3.889805450000000064e+02,3.906112880000000018e+02,3.926305113999999890e+02,3.951307600000000093e+02,3.982266250999999784e+02,4.020599960999999780e+02,4.068065639000000147e+02,4.126838726999999949e+02,4.199612910999999826e+02,4.289723571000000106e+02,4.401300653999999781e+02,4.539457952000000205e+02,4.710527480999999739e+02,4.922349687999999901e+02,5.184632794999999987e+02,4.922349687999999901e+02,4.710527480999999739e+02,4.539457952000000205e+02,4.401300653999999781e+02,4.289723571000000106e+02,4.199612910999999826e+02,4.126838726999999949e+02,4.068065639000000147e+02,4.020599960999999780e+02,3.982266250999999784e+02,3.951307600000000093e+02,3.926305113999999890e+02,3.906112880000000018e+02,3.889805450000000064e+02,3.876635421999999949e+02,3.865999188000000117e+02,3.857409268999999767e+02,3.850471972999999934e+02,3.844869350000000168e+02,3.840344620999999847e+02,3.836690409000000272e+02,3.833739234999999894e+02
1.400189620999999988e+03,1.403099805999999944e+03,1.406539027999999917e+03,1.410603460999999925e+03,1.415406760999999960e+03,1.421083247000000028e+03,1.427791651000000002e+03,1.435719567000000097e+03,1.445088686000000052e+03,1.456161004000000048e+03,1.469246141000000080e+03,1.484710006000000021e+03,1.502985022999999956e+03,1.524582227000000103e+03,1.550105555000000095e+03,1.580268730000000005e+03,1.615915222999999969e+03,1.658041838000000098e+03,1.707826587000000018e+03,1.658041838000000098e+03,1.615915222999999969e+03,1.580268730000000005e+03,1.550105555000000095e+03,1.524582227000000103e+03,1.502985022999999956e+03,1.484710006000000021e+03,1.469246141000000080e+03,1.456161004000000048e+03,1.445088686000000052e+03,1.435719567000000097e+03,1.427791651000000002e+03,1.421083247000000028e+03,1.415406760999999960e+03,1.410603460999999925e+03,1.406539027999999917e+03,1.403099805999999944e+03,1.400189620999999988e+03,1.397727096000000074e+03,1.395643368000000009e+03,1.393880169000000024e+03,1.392388194999999996e+03,1.391125723000000107e+03,1.390057450999999901e+03,1.389153504999999996e+03,1.388388609000000088e+03,1.387741373000000067e+03,1.387193698000000040e+03,1.386730268999999907e+03,1.386338126999999986e+03,1.386006305999999995e+03,1.385725527000000056e+03,1.385487939999999981e+03,1.385286898999999949e+03,1.385116782999999941e+03,1.384972835000000032e+03,1.384851030000000037e+03,1.384747961999999916e+03,1.384660748000000012e+03,1.384586949999999888e+03,1.384524503999999979e+03,1.384471663000000035e+03,1.384426950999999917e+03,1.384389116000000058e+03,1.384357101999999941e+03,1.384330011999999897e+03,1.384307088999999905e+03,1.384287692999999990e+03,1.384271279999999933e+03,1.384257391000000098e+03,1.384245638999999983e+03,1.384235695000000078e+03,1.384227280999999948e+03,1.384220160000000078e+03,1.384214136000000053e+03,1.384209037000000080e+03,1.384204723999999942e+03,1.384201072999999951e+03,1.384197983999999906e+03,1.384195371000000023e+03,1.384193158999999923e+03,1.384191287999999986e+03,1.384189703999999892e+03,1.384188364000000092e+03,1.384187230000000000e+03,1.384186271000000033e+03,1.384185459000000037e+03,1.384184772000000066e+03,1.384184191000000055e+03,1.384183698999999933e+03,1.384183283000000074e+03,1.384182931000000053e+03,1.384182632999999896e+03,1.384182379999999966e+03,1.384182166999999936e+03,1.384181986000000052e+03,1.384181833999999981e+03,1.384181704000000082e+03,1.384181595000000016e+03,1.384181501999999909e+03,1.384181424000000106e+03
6.861696004000000357e+02,6.862652465999999549e+02,6.863875918999999612e+02,6.865440892999999960e+02,6.867442721999999549e+02,6.870003351000000293e+02,6.873278767000000471e+02,6.877468499999999949e+02,6.882827773999999863e+02,6.889683063999999604e+02,6.898451972999999953e+02,6.909668679000000111e+02,6.924016473000000360e+02,6.942369380999999748e+02,6.965845411000000240e+02,6.995874658000000181e+02,7.034286418000000367e+02,7.083420628000000079e+02,7.146270406999999523e+02,7.226664386999999579e+02,7.329499942999999575e+02,7.461041529000000310e+02,7.629302288999999746e+02,7.461041529000000310e+02,7.329499942999999575e+02,7.226664386999999579e+02,7.146270406999999523e+02,7.083420628000000079e+02,7.034286418000000367e+02,6.995874658000000181e+02,6.965845411000000240e+02,6.942369380999999748e+02,6.924016473000000360e+02,6.909668679000000111e+02,6.898451972999999953e+02,6.889683063999999604e+02,6.882827773999999863e+02,6.877468499999999949e+02,6.873278767000000471e+02,6.870003351000000293e+02,6.867442721999999549e+02,6.865440892999999960e+02,6.863875918999999612e+02,6.862652465999999549e+02,6.861696004000000357e+02,6.860948269000000437e+02,6.860363710000000310e+02,6.859906719000000521e+02,6.859549455000000080e+02,6.859270156999999699e+02,6.859051809000000048e+02,6.858881109999999808e+02,6.858747663000000330e+02,6.858643338000000540e+02,6.858561779000000342e+02,6.858498018999999886e+02,6.858448173000000452e+02,6.858409205000000384e+02,6.858378741000000218e+02,6.858354924000000210e+02,6.858336305999999922e+02,6.858321750000000065e+02,6.858310371000000032e+02,6.858301474999999527e+02,6.858294519999999466e+02,6.858289082999999664e+02,6.858284833000000162e+02,6.858281510000000480e+02,6.858278911999999536e+02,6.858276881000000458e+02,6.858275294000000031e+02,6.858274053000000094e+02,6.858273081999999476e+02,6.858272323999999571e+02,6.858271730999999818e+02,6.858271267000000080e+02,6.858270905000000539e+02,6.858270621000000347e+02,6.858270400000000109e+02,6.858270227000000432e+02,6.858270091000000548e+02,6.858269984999999451e+02,6.858269903000000340e+02,6.858269837999999936e+02,6.858269787000000406e+02,6.858269748000000163e+02,6.858269716999999446e+02,6.858269692999999734e+02,6.858269673999999441e+02,6.858269659000000047e+02,6.858269648000000416e+02,6.858269639000000097e+02,6.858269632000000229e+02,6.858269626000000017e+02,6.858269622000000254e+02,6.858269618000000492e+02,6.858269616000000042e+02,6.858269613999999592e+02,6.858269612000000279e+02,6.858269610999999486e+02
6.102338259000000107e+03,6.102343166999999994e+03,6.102349108999999771e+03,6.102356302999999571e+03,6.102365012999999635e+03,6.102375560000000405e+03,6.102388329000000340e+03,6.102403788999999961e+03,6.102422507000000223e+03,6.102445169999999962e+03,6.102472609999999804e+03,6.102505831999999828e+03,6.102546056999999564e+03,6.102594758999999613e+03,6.102653725000000122e+03,6.102725118999999722e+03,6.102811560000000100e+03,6.102916218000000299e+03,6.103042932999999721e+03,6.103196355000000040e+03,6.103382110999999895e+03,6.103607014999999592e+03,6.103879320000000007e+03,6.104209014000000025e+03,6.104608194000000367e+03,6.105091502000000219e+03,6.105676669999999831e+03,6.106385166000000027e+03,6.107242979999999989e+03,6.108281584000000294e+03,6.109539079000000129e+03,6.111061596999999892e+03,6.112904994999999872e+03,6.115136897999999746e+03,6.117839186000000154e+03,6.121110996999999770e+03,6.125072358000000349e+03,6.129868598000000020e+03,6.135675670999999966e+03,6.142706615000000056e+03,6.151219368000000031e+03,6.161526227999999719e+03,6.174005315000000337e+03,6.189114434000000074e+03,6.207407882000000427e+03,6.229556770000000142e+03,6.256373653999999988e+03,6.288842338999999811e+03,6.328153970999999729e+03,6.375750739000000067e+03,6.433378778000000239e+03,6.503152232999999796e+03,6.587630812999999762e+03,6.689913701999999830e+03,6.813753254000000197e+03,6.963692648000000190e+03,7.145232565999999679e+03,7.365032984999999826e+03,7.631157508999999664e+03,7.953369189000000006e+03,7.631157508999999664e+03,7.365032984999999826e+03,7.145232565999999679e+03,6.963692648000000190e+03,6.813753254000000197e+03,6.689913701999999830e+03,6.587630812999999762e+03,6.503152232999999796e+03,6.433378778000000239e+03,6.375750739000000067e+03,6.328153970999999729e+03,6.288842338999999811e+03,6.256373653999999988e+03,6.229556770000000142e+03,6.207407882000000427e+03,6.189114434000000074e+03,6.174005315000000337e+03,6.161526227999999719e+03,6.151219368000000031e+03,6.142706615000000056e+03,6.135675670999999966e+03,6.129868598000000020e+03,6.125072358000000349e+03,6.121110996999999770e+03,6.117839186000000154e+03,6.115136897999999746e+03,6.112904994999999872e+03,6.111061596999999892e+03,6.109539079000000129e+03,6.108281584000000294e+03,6.107242979999999989e+03,6.106385166000000027e+03,6.105676669999999831e+03,6.105091502000000219e+03,6.104608194000000367e+03,6.104209014000000025e+03,6.103879320000000007e+03,6.103607014999999592e+03,6.103382110999999895e+03,6.103196355000000040e+03
